W:	53
—F	53
UX	53
MW	53
K:	52
-V	52
BD	52
-I	51
_O	51
”,	50
“N	50
—G	50
 .	50
\x0A1	50
“C	49
YF	49
A_	49
,’	48
-K	48
F:	48
CS	48
—Y	48
 &	47
O_	47
?_	47
 2	46
‘T	46
&C	46
!_	46
’F	46
10	45
E)	45
[E	44
 4	44
DK	44
“M	44
1.	44
 8	43
’M	43
 5	42
‘A	42
™ 	42
 3	41
 6	41
11	41
—L	41
M—	41
 9	40
T”	40
SR	40
Z 	40
Næ	39
 7	38
(A	38
G_	38
—N	38
—P	38
“P	38
-U	37
B\x0A	37
KW	37
WT	37
æ\x0A	37
H—	37
O—	37
Z,	37
”?	37
),	36
U—	36
IW	36
!’	35
D_	35
YZ	35
Y”	34
UZ	34
WK	33
WY	33
“D	33
1 	33
L—	32
ZY	32
I?	32
çO	32
èD	32
N”	31
DC	31
—D	31
:—	31
Nç	31
BM	30
G—	30
(W	30
I_	30
R”	29
M_	29
“Y	29
PW	29
12	28
‘H	28
ZL	28
PC	28
I;	28
PB	28
TP	28
KR	27
TB	27
‘I	27
X\x0A	27
F—	27
 X	27
W—	27
XH	27
_—	27
M-	26
IH	26
‘S	26
 ”	26
1\x0A	25
P:	25
MT	25
9\x0A	24
T)	24
”—	24
5\x0A	23
S)	23
OQ	23
;—	23
YD	23
HC	23
Y_	23
S”	23
_V	23
’—	23
—_	23
\x0A2	23
3\x0A	22
(T	22
DJ	22
“R	22
PK	22
KU	22
_Q	22
2 	22
.E	22
16	21
’H	21
‘N	21
TG	21
’,	21
‘W	21
DH	21
Cæ	21
æS	21
TJ	21
00	20
20	20
D)	20
KM	20
‘F	20
XU	20
”;	20
DP	20
7\x0A	19
(F	19
(D	19
UV	19
’I	19
L”	19
R)	19
‘M	19
’U	19
‘B	19
_N	19
NÇ	19
ÇO	19
WW	18
13	18
(I	18
(O	18
G”	18
‘O	18
?’	18
-J	18
YG	18
[A	18
14	17
-Y	17
HH	17
36	16
44	16
80	16
’?	16
B?	16
YH	16
‘G	16
JI	16
24	15
28	15
N)	15
48	15
52	15
56	15
60	15
72	15
88	15
96	15
B;	15
DT	15
I-	15
’V	15
X;	15
B-	15
D”	15
\x0AZ	15
 \x0A	14
’.	14
32	14
(B	14
64	14
68	14
84	14
92	14
04	14
08	14
K—	14
’Y	14
_U	14
C;	14
PF	14
DB	14
’B	14
PM	14
’;	14
A:	14
C?	14
BW	14
‘“	14
.O	13
15	13
40	13
76	13
’P	13
—E	13
I!	13
C\x0A	13
MR	13
_J	13
L_	13
ZW	13
GF	12
—’	12
Hœ	12
K_	12
KH	12
XQ	12
YV	12
CM	12
™\x0A	12
.,	11
A—	11
XO	11
E]	11
œB	11
O”	11
”!	11
“E	11
WM	11
!)	11
-Q	11
‘L	11
X-	11
 à	11
à 	11
“_	11
”_	11
\x0AX	11
.F	11
“’	10
C!	10
—R	10
Z-	10
Nè	10
.G	9
18	9
Y)	9
G)	9
K)	9
M)	9
—“	9
X?	9
‘D	9
MV	9
ZU	9
;”	9
P—	9
é 	9
:_	9
B!	9
“V	9
 -	9
- 	9
**	8
 *	8
50	8
(M	8
HQ	8
’!	8
F_	8
FP	8
KB	8
‘C	8
SJ	8
X!	8
Ré	8
[T	8
* 	7
H)	7
41	7
(S	7
90	7
— 	7
‘Y	7
TD	7
H_	7
MH	7
BN	7
WG	7
éC	7
I:	7
Sè	7
.S	7
19	6
L)	6
22	6
23	6
30	6
33	6
39	6
49	6
54	6
85	6
01	6
HP	6
LH	6
XV	6
M”	6
_Y	6
(C	6
 Æ	6
;_	6
—[	6
“J	6
VR	6
3 	6
.1	6
.3	6
0 	6
94	5
29	5
02	5
17	5
21	5
25	5
26	5
27	5
31	5
34	5
38	5
42	5
45	5
46	5
51	5
53	5
61	5
62	5
65	5
69	5
81	5
B:	5
09	5
,_	5
.)	5
H”	5
F”	5
XY	5
FN	5
GP	5
“K	5
W”	5
XL	5
UU	5
Té	5
Z;	5
Né	5
èS	5
Dé	5
êT	5
Rè	5
\x0A3	5
_”	5
’W	5
3.	5
Cœ	5
œU	5
”:	5
U-	5
.A	5
99	4
PD	4
(H	4
(L	4
(U	4
35	4
37	4
43	4
47	4
57	4
58	4
59	4
66	4
70	4
74	4
77	4
78	4
79	4
82	4
86	4
87	4
89	4
91	4
93	4
98	4
05	4
06	4
PN	4
\x0A—	4
Z?	4
—J	4
F)	4
(N	4
_;	4
;’	4
’:	4
ZV	4
C:	4
WC	4
 é	4
J’	4
éE	4
é,	4
é?	4
é.	4
É.	4
 ê	4
LZ	4
U”	4
Aë	4
ëT	4
2.	4
4.	4
5.	4
9.	4
DÉ	4
NX	4
[H	4
‘R	4
‘J	4
‘P	4
.I	4
“À	4
À 	4
G/	4
.8	4
 •	4
• 	4
*\x0A	3
(Y	3
55	3
63	3
67	3
71	3
(P	3
73	3
75	3
83	3
95	3
97	3
03	3
07	3
A”	3
—”	3
ÆN	3
O)	3
KT	3
KC	3
—V	3
:”	3
HV	3
Lé	3
ÉC	3
éR	3
Ié	3
X_	3
Sé	3
Z!	3
GW	3
—K	3
6.	3
7.	3
8.	3
… 	3
‘E	3
(G	3
—U	3
C_	3
BG	3
Hè	3
[S	3
:’	3
RZ	3
P”	3
PG	3
YX	3
.7	3
.9	3
3,	3
1,	2
4 	2
\x0A*	2
],	2
];	2
Dæ	2
C—	2
WP	2
(_	2
P)	2
XS	2
A)	2
):	2
:.	2
2S	2
& 	2
[P	2
].	2
BK	2
RÉ	2
É,	2
éT	2
éS	2
_É	2
éP	2
Z:	2
Vé	2
Râ	2
âC	2
éA	2
BV	2
 \x09	2
I—	2
\x0A5	2
CN	2
_“	2
æ 	2
M…	2
B_	2
SV	2
KV	2
VL	2
Zè	2
—‘	2
Vè	2
B)	2
Lè	2
Mè	2
[M	2
[D	2
O]	2
[U	2
,\x09	2
\x09 	2
‘K	2
WU	2
‘V	2
KG	2
æD	2
“U	2
/C	2
.C	2
.2	2
7 	2
8 	2
.4	2
.5	2
.6	2
I”	2
C)	2
/D	2
﻿T	1
 #	1
#1	1
0]	1
9,	1
W)	1
C-	1
[C	1
R]	1
æM	1
—.	1
“Q	1
).	1
(V	1
?)	1
TV	1
(’	1
-à	1
à-	1
‘’	1
_?	1
XM	1
2D	1
4D	1
5S	1
8D	1
6D	1
]—	1
KP	1
Pé	1
Z\x0A	1
Dè	1
 É	1
éJ	1
Jà	1
Eç	1
Dî	1
îN	1
_!	1
Là	1
à?	1
’é	1
Rê	1
à\x0A	1
Bé	1
Ué	1
Mé	1
çA	1
Pè	1
èR	1
Hé	1
(J	1
\x09A	1
’”	1
_1	1
\x0A4	1
\x0A6	1
\x0A7	1
\x0A8	1
\x0A9	1
0.	1
 …	1
LQ	1
(E	1
\x09T	1
B—	1
B”	1
U_	1
ÆS	1
Oî	1
îT	1
Pê	1
êC	1
YK	1
W_	1
-’	1
Rç	1
Fè	1
Cè	1
Kè	1
N]	1
[W	1
[R	1
[K	1
\x0A&	1
,)	1
_:	1
”]	1
MC	1
’]	1
.;	1
—(	1
_)	1
—,	1
ÆA	1
—?	1
[B	1
MD	1
æU	1
S'	1
' 	1
X—	1
’_	1
BC	1
—Q	1
œN	1
Pæ	1
Eæ	1
æQ	1
’Q	1
);	1
Tæ	1
XX	1
ÆT	1
K”	1
“‘	1
‘U	1
”)	1
/L	1
K/	1
.B	1
(“	1
.D	1
™.	1
0%	1
% 	1
4,	1
S/	1
/H	1
™’	1
1(	1
)(	1
(3	1
3)	1
4-	1
-6	1
9 	1
6,	1
(8	1
1)	1
6-	1
-1	1
($	1
$1	1
 $	1
$5	1
5,	1
,0	1
0)	1
™,	1
